0.00003197|1510574732
0.00003137|1510574764
0.00003144|1510574793
0.00003127|1510574821
0.00003143|1510574860
0.00003142|1510574892
0.00003147|1510574922
0.00003145|1510574956
0.00003144|1510574986
0.00003134|1510575022
0.00003130|1510575051
0.00003139|1510575086
0.00003133|1510575115
0.00003138|1510575150
0.00003132|1510575182
0.00003149|1510575214
0.00003138|1510575241
0.00003149|1510575278
0.00003136|1510575311
0.00003133|1510575341
0.00003138|1510575371
0.00003151|1510575406
0.00003144|1510575438
0.00003138|1510575471
0.00003127|1510575501
0.00003136|1510575531
0.00003140|1510575564
0.00003149|1510575591
0.00003143|1510575626
0.00003143|1510575662
0.00003143|1510575693
0.00003148|1510575721
0.00003134|1510575757
0.00003148|1510575786
0.00003148|1510575821
0.00003135|1510575851
0.00003146|1510575886
0.00003137|1510575901
0.00003150|1510575931
0.00003131|1510575963
0.00003151|1510575994
0.00003150|1510576021
0.00003158|1510576061
0.00003132|1510576091
0.00003138|1510576126
0.00003155|1510576156
0.00003159|1510576189
0.00003135|1510576221
0.00003145|1510576251
0.00003155|1510576286
0.00003149|1510576311
0.00003142|1510576341
0.00003153|1510576381
0.00003126|1510576411
0.00003159|1510576441
0.00003149|1510576476
0.00003170|1510576506
0.00003182|1510576541
0.00003137|1510576572
0.00003160|1510576604
0.00003153|1510576636
0.00003178|1510576669
0.00003181|1510576701
0.00003180|1510576731
0.00003130|1510576762
0.00003146|1510576796
0.00003143|1510576828
0.00003165|1510576860
0.00003148|1510576892
0.00003083|1510581540
0.00003077|1510581555
0.00003073|1510581565
0.00003063|1510581580
0.00003070|1510581590
0.00003091|1510581600
0.00003083|1510581615
0.00003083|1510581627
0.00003071|1510581640
0.00003076|1510581650
0.00003076|1510581660
0.00003086|1510581676
0.00003078|1510581688
0.00003078|1510581700
0.00003083|1510581711
0.00003086|1510581721
0.00003092|1510581736
0.00003092|1510581746
0.00003051|1510581760
0.00003065|1510581770
0.00003064|1510581785
0.00003072|1510581796
0.00003072|1510581806
0.00003081|1510581821
0.00003063|1510581830
0.00003058|1510581845
0.00003051|1510581858
0.00003051|1510581870
0.00003051|1510581880
0.00003051|1510581895
0.00003051|1510581905
0.00003050|1510581915
0.00003050|1510581925
0.00003050|1510581943
0.00003050|1510581955
0.00003050|1510581967
0.00003060|1510581976
0.00003060|1510581990
0.00003080|1510582000
0.00003080|1510582015
